Start Date,End Date,VIN,Repair Description,Repair Cost,Repair Status,Vendor Name,Vendor Phone,Vendor Street Address,Vendor City,Vendor State,Vendor ZIP,Recall NTHSA,Recall Description,Manufacturer,
3/5/2019,3/5/2019,OOXPL1JMKRX336822,fix cylinder head bolts; adjust reverse tilt mirrors; ,37.89,pending,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,136
3/5/2019,3/5/2019,XLHSC830B4B709486,adjust traction control system; install separate rear audio; ,53.68,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,16V836000, Volvo Bus Corporation (Volvo Bus) is recalling certain model year 2008-2017 9700 buses manufact,Volvo,137
3/5/2019,3/5/2019,LAW66TO51NY340329,replace serpentine belt; install separate rear audio; ,14.56,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,138
3/6/2019,3/9/2019,X7PFFGNBSQI524327,adjust seat belts tension; ,136.73,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,139
3/6/2019,4/25/2019,1WU1KQALZ75403546,attach seat extension; replace radiator core & ac condenser; ,216.42,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,140
3/6/2019,3/7/2019,SGEAZM7OHRE981138,change purge valve; ,14.83,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,18V229000, Volkswagen Group of America  Inc. (Volkswagen) is recalling certain 2013-2017 Audi A5 Cabriolet,Audi,141
3/8/2019,3/25/2019,IB3FDW7VPTE357125,install curtain airbags; install optional equipment; ,132.02,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,142
3/8/2019,3/10/2019,K23GQ1HYKID336715,install dusk-sensing headlights; set up satellite radio; ,38.61,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,143
3/9/2019,4/7/2019,Z4RBIUHHJZS859016,change pcv filter/pcv valve; adjust block heater; ,242.58,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,144
3/9/2019,3/16/2019,GC225MTL5DF831250,replace stabilizer bar; improve engine performance; ,140.33,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,18V844000, Porsche Cars North America  Inc. (Porsche) is recalling certain 2017 Porsche Cayenne Turbo S  C,Porsche,145
3/10/2019,3/10/2019,X7PFFGNBSQI524327,prevent fuel pump shutoff; fix steering damper; ,136.73,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,146
3/10/2019,3/13/2019,LMC0DXV2F72475134,reduce fuel consumption; change air conditioner refrigerant; ,99.18,in progress,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,147
3/10/2019,3/12/2019,LAW66TO51NY340329,change oil filter; adjust climate control; ,14.56,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,148
3/10/2019,3/11/2019,H0SVSC0X1W0660350,replace fuel filter; replace steering column lock; ,79.3,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,149
3/10/2019,4/9/2019,ZIYO5EKWDKS246902,replace ace filter; replace radiator core & ac condenser; ,1300.13,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,150
3/11/2019,3/12/2019,VP0U4FNOL1Q272112,add knee airbags; fix broken tow hooks; ,66.74,pending,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,151
3/11/2019,3/12/2019,X7PFFGNBSQI524327,repair cooled seats; replace brake pedal spring; ,136.73,pending,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,19V115000, Porsche Cars North America  Inc. (Porsche) is recalling certain 2018 Panamera 4 Executive  Pana,Porsche,152
3/11/2019,3/19/2019,2TN1NJUXESG344969,change purge valve; fix cylinder head bolts; ,333.68,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,17V014000, Subaru of America  Inc. (Subaru) is recalling certain 2005-2006 Subaru Baja  2006-2011 Impreza ,Subaru,153
3/12/2019,4/4/2019,SGEAZM7OHRE981138,replace serpentine belt; fix broken tow hooks; ,59.31,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,154
3/13/2019,4/29/2019,GKTLIDKGMZ6109105,fix external temperature display; add knee airbags; ,1462.36,completed,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,13V228000, Aston Martin is recalling certain model year DB9  Virage  V8 Vantage  V12 Vantage  and Rapide v,Aston,155
3/13/2019,3/17/2019,QNGJBXZ0ZPN690169,fix ventilated seats; ,102.52,pending,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,156
3/13/2019,3/18/2019,L2G40AKW0DV261314,add knee airbags; refurbish power steering; ,157.13,pending,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,157
3/13/2019,3/24/2019,31ZQB40Z55B784788,adjust accelerator pedal linkage; upgrade navigation system; ,334.21,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,19V006000, Ferrari North America (Ferrari) is recalling certain 2014 Ferrari California  2014-2015 Ferrari,Ferrari,158
3/14/2019,4/4/2019,OOXPL1JMKRX336822,adjust seat belts tension; repair direct injection system; ,75.78,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,159
3/14/2019,3/15/2019,7FT34LPXEKD855738,set up satellite radio; replace ace filter; ,27.89,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,18V525000, Daimler Trucks North America  LLC (DTNA) is recalling certain 2018-2019 Freightliner 108SD  114,Freightliner,160
3/14/2019,3/21/2019,VSGK3RYW2TC911641,add heated windshield; fix broken tow hooks; ,90.68,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,161
3/15/2019,3/15/2019,3U3N6HS8K3V143011,reduce blind spot; adjust climate control; ,36.42,completed,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,162
3/15/2019,3/16/2019,NNLD761PGMY686484,replace stabilizer bar; install smoked glass; ,57.85,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,08V137000, DAIMLER TRUCKS IS RECALLING 28 764 MY 2001 THROUGH 2008 FCCC B2 AND FS65 SCHOOL BUS CHASSIS  FC,Freightliner,163
3/17/2019,3/20/2019,7FT34LPXEKD855738,remove oversteer; install on-board diagnosis system; ,55.79,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,164
3/17/2019,3/18/2019,LAW66TO51NY340329,change air conditioner refrigerant; change timing belt; ,14.56,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,165
3/17/2019,3/19/2019,XG2F8AZ3DKK768039,add knee airbags; adjust hybrid performance; ,52.51,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,166
3/18/2019,3/20/2019,E64AFHYM7CM667399,fix sunroof; ,35.98,completed,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,167
3/18/2019,3/22/2019,WJUY8SU2JR0730363,fix deceleration system; adjust seat belts tension; ,132.86,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,168
3/18/2019,3/19/2019,NNLD761PGMY686484,adjust traction control system; ,57.85,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,11V330000, DTNA IS RECALLING CERTAIN MODEL YEAR 2008-2012 FREIGHTLINER; CASCADIA  CENTURY CLASS  COLUMBIA ,Freightliner,169
3/19/2019,3/19/2019,CQCKR5VZRWO844951,change coolant; fix ventilated seats; ,62.05,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,170
3/20/2019,3/28/2019,SJV51DZQ416158315,attach spoiler; improve cylinder configuration; ,167.91,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,171
3/20/2019,3/29/2019,MXF3EGT2PAG490479,replace water pump; add heated windshield; ,70.01,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,172
3/20/2019,3/23/2019,NNLD761PGMY686484,correct abs; replace catalytic converter; ,115.69,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,09V357000, DAIMLER TRUCKS IS RECALLING CERTAIN MODEL YEAR 2005 THROUGH 2010 HEAVY DUTY TRUCKS MANUFACTURED,Freightliner,173
3/21/2019,3/25/2019,VP0U4FNOL1Q272112,install separate rear audio; install roof spoiler; ,33.37,completed,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,174
3/21/2019,4/22/2019,XUV6JR4Q8SX652578,adjust accelerator pedal linkage; add knee airbags; ,50.63,in progress,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,175
3/21/2019,3/21/2019,38ZSAKVC20U930606,install active pedestrian protection system; reduce blind spot; ,14.72,pending,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,176
3/21/2019,3/22/2019,CQCKR5VZRWO844951,adjust reverse tilt mirrors; improve engine performance; ,62.05,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,177
3/21/2019,3/27/2019,426W8PU85BH593514,fix solar sunroof; reconfigure service reminder light; ,96.6,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,19V149000, Subaru of America  Inc. (Subaru) is recalling certain 2014-2016 Forester  2008-2016 Impreza sed,Subaru,178
3/21/2019,4/30/2019,6D300ABH65P725391,set up gyro sensor; install active pedestrian protection system; ,1494.83,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,179
3/21/2019,3/22/2019,K23GQ1HYKID336715,replace radiator core & ac condenser; add knee airbags; ,77.21,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,180
3/22/2019,3/23/2019,XK51E6IAGWW949280,replace ace filter; ,38.04,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,13V114000, Kia Motors Corporation (Kia) is recalling certain model year 2007-2010 Rondo  model year 2007-2,Kia,181
3/22/2019,3/23/2019,LAW66TO51NY340329,repair shiftable automatic transmission; install vanity mirrors; ,14.56,pending,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,14E012000, Ohlins Racing AB (Ohlins) is recalling certain steering dampers kits manufactured with an incor,Honda,182
3/22/2019,3/24/2019,XLHSC830B4B709486,fix a-pillar; ,107.36,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,183
3/22/2019,4/26/2019,XG2F8AZ3DKK768039,change wheel cylinders; fix ventilated seats; ,612.65,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,184
3/24/2019,3/25/2019,CQCKR5VZRWO844951,adjust block heater; install active pedestrian protection system; ,124.09,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,185
3/24/2019,3/27/2019,LAW66TO51NY340329,fix deceleration system; install intelligent alternator; ,43.68,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,09E025000, DOPE  INC. IS RECALLING 42 540 COMBINATION CORNER AND BUMPER LAMP ASSEMBLIES OF VARIOUS PART NU,Honda,186
3/24/2019,4/10/2019,V4JVFR4YRS7140562,add knee airbags; adjust climate control; ,178.77,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,187
3/24/2019,4/4/2019,8FX05ZAH64B316440,install active pedestrian protection system; fix nvh dampening system; ,316.87,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,188
3/24/2019,3/27/2019,NNLD761PGMY686484,repair direct injection system; change brake linings; ,115.69,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,189
3/25/2019,4/15/2019,CNXWEAHRICK569430,replace tail lights; ,735.02,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,190
3/26/2019,4/13/2019,IOCT8QVK86C997015,replace ace filter; install roof spoiler; ,753.71,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,191
3/26/2019,3/28/2019,0HJ3WSLKGZT340626,install parking sensors; fix nvh dampening system; ,46.86,in progress,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,192
3/26/2019,3/30/2019,VSGK3RYW2TC911641,change memory settings of the onboard computer; fix sunroof; ,90.68,pending,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,193
3/26/2019,4/19/2019,41AHCTXZIUN699904,add knee airbags; set up satellite radio; ,67.5,pending,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,194
3/26/2019,4/22/2019,05AJ273ZM02946325,change memory settings of the onboard computer; replace diverter valve; ,988.45,completed,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,195
3/26/2019,3/30/2019,IB3FDW7VPTE357125,adjust accelerator pedal linkage; fix ventilated seats; ,56.58,pending,Rundofase,6976505267,175 12-street,Seattle,WA,8511,08V214000,FERRARI IS RECALLING 366 MY 2005-2007 612 SCAGLIETTI VEHICLES EQUIPPED WITH F1 TRANSMISSIONS.  A,Ferrari,196
3/26/2019,3/27/2019,GC225MTL5DF831250,replace brake pedal spring; repair shiftable automatic transmission; ,70.16,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,197
3/27/2019,4/10/2019,WJENS213H4U188325,attach exterior camera; replace radiator hoses; ,54.06,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,198
3/27/2019,3/28/2019,IKUQE1AIER1879688,reduce fuel consumption; replace radiator hoses; ,15.28,completed,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,199
3/27/2019,3/27/2019,WJUY8SU2JR0730363,adjust climate control; fix external temperature display; ,44.29,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,200
3/28/2019,3/30/2019,CQCKR5VZRWO844951,set up satellite radio; ,124.09,in progress,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,201
3/28/2019,3/31/2019,GC225MTL5DF831250,fix ventilated seats; change memory settings of the onboard computer; ,105.25,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,202
3/28/2019,3/31/2019,7FT34LPXEKD855738,adjust accelerator pedal linkage; repair cooled seats; ,27.89,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,203
3/29/2019,3/31/2019,3U3N6HS8K3V143011,fix steering damper; change wheel cylinders; ,36.42,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,204
3/29/2019,3/29/2019,K23GQ1HYKID336715,replace crankcase ventilation filter; replace liftgate window; ,38.61,pending,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,205
3/29/2019,3/30/2019,LAW66TO51NY340329,replace crankcase ventilation filter; improve engine performance; ,29.12,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,206
3/30/2019,4/1/2019,XLHSC830B4B709486,install turbocharger; ,107.36,completed,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,207
3/30/2019,3/31/2019,NNLD761PGMY686484,fix sunroof; replace radiator hoses; ,28.92,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,15V586000, Daimler Trucks North America LLC (DTNA) is recalling certain model year 2014-2016 Freightliner ,Freightliner,208
3/30/2019,3/31/2019,0HJ3WSLKGZT340626,install anti-theft alarm; install parking sensors; ,23.43,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,10V553000, GENERAL MOTORS IS RECALLING CERTAIN MODEL YEAR 2010-2011 DTS AND BUICK LUCERNE VEHICLES EQUIPPE,Buick,209
3/31/2019,4/1/2019,CQCKR5VZRWO844951,replace fuel filter; fix nvh dampening system; ,124.09,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,210
3/31/2019,4/7/2019,K23GQ1HYKID336715,install separate rear audio; fix a-pillar; ,115.82,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,211
4/1/2019,4/4/2019,NNLD761PGMY686484,refurbish power steering; change coolant; ,28.92,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,212
4/1/2019,4/7/2019,5I71MA5PSO0445780,adjust climate control; ,127.23,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,213
4/1/2019,4/4/2019,31ZQB40Z55B784788,adjust seat belts tension; refurbish power steering; ,30.38,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,214
4/2/2019,4/9/2019,XLHSC830B4B709486,fix air filter restriction indicator; fix cylinder head bolts; ,214.71,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,215
4/2/2019,4/6/2019,YSPKFT8VKW8617087,replace fuel filter; repair seatbelt force limiters; ,61.39,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,216
4/2/2019,5/2/2019,AZCPHC4R1RY522608,adjust adaptive cruise control; reduce blind spot; ,325.59,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,17V448000, Mercedes-Benz USA  LLC (MBUSA) is recalling certain 2016 smart fortwo vehicles.  In these vehic,smart,217
4/3/2019,7/5/2019,8HJHTFE0FGU264640,fix steering damper; change pcv filter/pcv valve; ,473.32,completed,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,218
4/3/2019,4/4/2019,CQCKR5VZRWO844951,fix ventilated seats; set up gyro sensor; ,62.05,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,18V248000, BMW of North America  LLC (BMW) is recalling certain 2011-2012 BMW 550i  550i xDrive  550i Gran,MINI,219
4/3/2019,4/13/2019,2TN1NJUXESG344969,replace fuel filter; fix deceleration system; ,778.58,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,16V358000, Subaru of America  Inc. (Subaru) is recalling certain model year 2003-2004 Legacy  Outback  200,Subaru,220
4/3/2019,4/8/2019,0HJ3WSLKGZT340626,fix power activated release; install separate rear audio; ,70.29,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,221
4/4/2019,4/8/2019,8BPZY476GS8852305,repair shiftable automatic transmission; fix a-pillar; ,56.38,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,222
4/4/2019,4/14/2019,38ZSAKVC20U930606,install anti-theft alarm; replace steering column lock; ,132.45,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,223
4/4/2019,4/6/2019,IKUQE1AIER1879688,change suspension fluid; adjust adaptive cruise control; ,15.28,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,224
4/5/2019,4/15/2019,VP0U4FNOL1Q272112,prevent fuel pump shutoff; change purge valve; ,133.48,completed,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,225
4/5/2019,4/6/2019,OOXPL1JMKRX336822,fix nvh dampening system; add knee airbags; ,75.78,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,226
4/5/2019,4/16/2019,MXF3EGT2PAG490479,adjust retractable mirrors; repair direct injection system; ,46.67,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,09E025000, DOPE  INC. IS RECALLING 42 540 COMBINATION CORNER AND BUMPER LAMP ASSEMBLIES OF VARIOUS PART NU,Honda,227
4/6/2019,4/9/2019,31ZQB40Z55B784788,replace fuel filter; repair direct injection system; ,60.77,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,00V099000,VEHICLE DESCRIPTION:  PASSENGER VEHICLES.  THE ABS (ANTI-LOCK BRAKING SYSTEM)/ASR (TRACTION CONT,Ferrari,228
4/6/2019,4/6/2019,I6M6GMQGG7C407268,install intelligent alternator; adjust hybrid performance; ,46.14,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,229
4/6/2019,4/6/2019,7FT34LPXEKD855738,install vanity mirrors; fix external temperature display; ,27.89,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,230
4/7/2019,4/7/2019,VSGK3RYW2TC911641,configure universal remote control; attach seat extension; ,22.67,pending,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,231
4/7/2019,4/9/2019,I6M6GMQGG7C407268,attach seat extension; attach spoiler; ,138.41,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,232
4/8/2019,4/22/2019,426W8PU85BH593514,install smoked glass; ,96.6,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,233
4/8/2019,4/11/2019,GC225MTL5DF831250,attach seat extension; remove oversteer; ,35.08,completed,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,234
4/8/2019,4/18/2019,B3V53WEVPX7253102,set up auto-delay headlights; ,551.51,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,07E021000, CERTAIN DELPHI FUEL PRESSURE REGULATORS  P/NOS. FP10020-11B1  FP10026-11B1  AND FP10027-11B1  S,Buick,235
4/8/2019,4/15/2019,XK51E6IAGWW949280,fix sunroof; adjust accelerator pedal linkage; ,76.08,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,236
4/9/2019,4/19/2019,AFTWPBMU2TA534019,adjust regenerative braking; adjust retractable mirrors; ,75.43,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,237
4/9/2019,4/11/2019,B2JQXKMCCJ3730138,install active pedestrian protection system; ,142.37,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,238
4/10/2019,4/11/2019,WJUY8SU2JR0730363,reduce carbon footprint; reduce fuel consumption; ,88.58,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,239
4/11/2019,6/21/2019,ABCX0O07N6F519334,replace brake pedal spring; ,2677,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,240
4/12/2019,9/21/2019,WN6OY1F26X1741004,replace fuel filter; upgrade navigation system; ,824.81,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,241
4/12/2019,4/17/2019,1U4MXLVV84A726331,fix ventilated seats; ,83.39,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,13V314000, Lotus Cars USA  Inc. is recalling certain model year 2011 Evora supercharged vehicles equipped ,Lotus,242
4/12/2019,4/18/2019,ATWA3W65LU2848535,fix external temperature display; change purge valve; ,238.95,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,243
4/12/2019,4/13/2019,4G40BAXEV4V936460,remove oversteer; attach seat extension; ,37.72,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,244
4/12/2019,4/22/2019,WMXOWCZE1MO140134,adjust adaptive cruise control; ,263.98,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,05V303000, ON CERTAIN MEDIUM DUTY TRUCKS  THE REAR ENGINE SUPPORT BRACKET IS COMPOSED OF MATERIALS OF INSU,Mitsubishi,245
4/12/2019,4/14/2019,58SXUC0BZIA446980,change air conditioner refrigerant; fix a-pillar; ,89.39,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,18V268000, Honda (American Honda Motor Co.) is recalling certain 2003-2012 Honda Accord and Pilot  2010 Ac,Honda,246
4/12/2019,4/15/2019,K23GQ1HYKID336715,repair shiftable automatic transmission; change purge valve; ,154.42,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,08V217000, BENTLEY IS RECALLING 13 420 MY 2004-2008 CONTINENTAL GT  CONTINENTAL GT SPEED  CONTINENTAL FLYI,Bentley,247
4/13/2019,4/15/2019,I6M6GMQGG7C407268,replace timing belt tensioner; install roof spoiler; ,92.27,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,248
4/13/2019,4/16/2019,VSGK3RYW2TC911641,prevent fuel pump shutoff; adjust block heater; ,45.34,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,249
4/14/2019,5/9/2019,2TN1NJUXESG344969,adjust block heater; ,667.35,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,11V464000, SUBARU IS RECALLING CERTAIN MODEL YEAR 2002-2007 IMPREZA  MODEL YEAR 2003-2008 FORESTER  AND MO,Subaru,250
4/14/2019,4/15/2019,4G40BAXEV4V936460,install turbocharger; ,18.86,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,,251
4/15/2019,4/16/2019,31ZQB40Z55B784788,change suspension fluid; change timing belt; ,30.38,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,252
4/15/2019,5/1/2019,7W7UDF3KP41966929,set up auto-delay headlights; ,87.25,completed,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,253
4/15/2019,4/18/2019,05WXEVLB5X8956206,fix solar sunroof; repair shiftable automatic transmission; ,142.54,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,11V536000, GM IS RECALLING CERTAIN MODEL YEAR 2012 CADILLAC CTS VEHICLES MANUFACTURED FROM OCTOBER 21  201,Cadillac,254
4/16/2019,4/20/2019,ZIYO5EKWDKS246902,install curtain airbags; reduce blind spot; ,205.28,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,18V800000, Volvo Car USA LLC (Volvo) is recalling certain 2017-2019 Volvo XC90  S90  V60  V60 Cross Countr,Volvo,255
4/16/2019,4/16/2019,4G40BAXEV4V936460,adjust ignition timing; adjust traction control system; ,18.86,completed,Rundofase,6976505267,175 12-street,Seattle,WA,8511,,,,256
4/16/2019,4/16/2019,IKUQE1AIER1879688,adjust climate control; upgrade navigation system; ,15.28,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,257
4/16/2019,4/16/2019,B2JQXKMCCJ3730138,install intelligent alternator; fix rear defroster; ,47.46,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,19V188000, Volkswagen Group of America  Inc. (Volkswagen) is recalling certain 2017-2019 Golf Sportwagen  ,Volkswagen,258
4/16/2019,5/11/2019,WJUY8SU2JR0730363,adjust hybrid performance; ,310.01,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,259
4/17/2019,4/20/2019,AI51SMWRVBH997689,adjust seat belts tension; ,35.6,in progress,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,06E043000, CERTAIN REPLACEMENT FUEL FILTERS  FRAM BRAND NAME P/N G3727  WITH DATE CODES X52911 THROUGH X60,Chevrolet,260
4/17/2019,4/27/2019,Z8UDI7LAGS7164830,install separate rear audio; replace brake pedal spring; ,65.12,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,,261
4/17/2019,4/18/2019,A1NW00GFYRY803793,configure audio remote control; change steering rack; ,25.79,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,,262
4/17/2019,4/24/2019,31ZQB40Z55B784788,install separate rear audio; replace catalytic converter; ,30.38,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,,263
4/18/2019,4/22/2019,B2JQXKMCCJ3730138,adjust hybrid performance; install dusk-sensing headlights; ,94.91,in progress,Fasehatice,158952124,2139 14-street,Chandler,TX,62809,,,,264
4/18/2019,4/18/2019,IKUQE1AIER1879688,fix power activated release; repair cooled seats; ,15.28,pending,Rundofase,6976505267,175 12-street,Seattle,WA,8511,19V052000, Acura (American Honda Motor Co.) is recalling certain 2014-2019 Acura ILX vehicles.  The vehicl,Acura,265
4/18/2019,4/24/2019,VP0U4FNOL1Q272112,replace ace filter; install roof spoiler; ,133.48,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,05V222000, ON CERTAIN CLASS A MOTOR HOMES EQUIPPED WITH VEHICLE SYSTEMS' AQUA-HOT AND HYDRO-HOT WATER HEAT,Alfa,266
4/19/2019,4/24/2019,35TB5QWCJW0515619,replace radiator hoses; change wheel cylinders; ,54.46,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,267
4/19/2019,5/3/2019,NQC3ODNRG8W618383,adjust retractable mirrors; attach exterior camera; ,563.76,pending,Newex,3321611463,6781 14-street,Durham,WI,50395,,,,268
4/20/2019,4/24/2019,IKUQE1AIER1879688,fix external temperature display; replace tail lights; ,15.28,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,,269
